id,tag,date,ocid,initiationType,language,buyer_id,buyer_name,tender_id,tender_title,tender_procurementMethodDetails,tender_status,tender_category,tender_province,tender_additionalProcurementCategories,tender_description,tender_mainProcurementCategory,tender_specialConditions,tender_procurementMethod,tender_deliveryLocation,tender_value_amount,tender_value_currency,tender_tenderPeriod_endDate,tender_tenderPeriod_startDate,tender_contactPerson_name,tender_contactPerson_email,tender_contactPerson_faxNumber,tender_contactPerson_telephoneNumber,tender_briefingSession_date,tender_briefingSession_venue,tender_briefingSession_isSession,tender_briefingSession_compulsory,tender_procuringEntity_id,tender_procuringEntity_name,planning_rationale,planning_budget_description
ocds-9t57fa-3711-2021-07-22T00:00:00Z,compiled,2021-07-22T00:00:00Z,ocds-9t57fa-3711,tender,en-za,92,"Department of Agriculture, Land Reform & Rural Development",3711,5/2/2/1- DALRRD 0020(2021/2022),Request for Proposal,complete,Services: Professional,National,consultingServices,ESTABLISHMENT OF A PANEL OF IMPLEMENTING AGENTS FOR GRAINS CATEGORY TO UNDERTAKE FUNCTIONS TOWARDS IMPLEMENTATION OF PRESIDENTIAL EMPLOYMENT STIMULUS (PES) AND OTHER DEPARTMENTAL PROGRAMMES FOR THE DEPARTMENT OF AGRICULTURE LAND REFORM AND RURAL DEVELOPMENT (DALRRD) FOR A PERIOD OF THREE YEARS.,,N/A,open,National - Pretoria - Pretori - 0002,0,ZAR,2021-08-11T11:00:00Z,2021-07-22T00:00:00Z,Mr P Makhado/ Mr A Olyn/ Ms T Mlambo,Pfarelo.makhado@dalrrd.gov.za,012-312-2974,012-312-8711,0001-01-01T00:00:00Z,N/A,false,false,92,"Department of Agriculture, Land Reform & Rural Development",, - 
ocds-9t57fa-3721-2021-07-22T00:00:00Z,compiled,2021-07-22T00:00:00Z,ocds-9t57fa-3721,tender,en-za,173,Film and Publication Board,3721, RFT 06 2020-21,Request for Bid(Open-Tender),active,Supplies: Clothing/Textiles/Footwear,Gauteng,"""""",Promotional Material ,,N/A,open,"Eco Glades 2, 420 Witch Hazel Ave, Eco Park, Centurion 0169 - Pretoria - Centurion - 0169",0,ZAR,2021-07-30T11:00:00Z,2021-07-22T00:00:00Z,Thato,thato.moremi@fpb.org.za,,012-003-1400,0001-01-01T00:00:00Z,N/A,false,false,173,Film and Publication Board,, - 
ocds-9t57fa-3961-2021-07-29T00:00:00Z,compiled,2021-07-29T00:00:00Z,ocds-9t57fa-3961,tender,en-za,407,Mnquma Local Municipality,3961,SCM/MLM/71/20-21,Request for Bid(Open-Tender),complete,Other service activities,Eastern Cape,services,Training of 41 Officials on Performance Management,services,Tender documents are downloadable form our website: www.mnquma.gov.za,open,Cnr King and Mthatha Street - Butterworth - Butterworth - 4960,0,ZAR,2021-08-04T14:00:00Z,2021-07-29T00:00:00Z,S Qwaka,sqwaka@mnquma.gov.za,047-496-1196,047-050-1155,0001-01-01T00:00:00Z,N/A,false,false,407,Mnquma Local Municipality,, - 
ocds-9t57fa-483-2021-04-29T00:00:00Z,compiled,2021-04-29T00:00:00Z,ocds-9t57fa-483,tender,en-za,534,Passenger Rail Agency of South Africa,483,KZN/RAIL/04/2021/030/Q,Request for Quotation,complete,Services: General,KwaZulu-Natal,services,REQUEST FOR QUOTATION (RFQ) FOR THE REPAIR OF BOARDROOM DATA PROJECTOR FOR METRORAIL KZN,services,N/A,open, -  -  - ,0,ZAR,2021-05-05T12:00:00Z,2021-04-29T00:00:00Z,Qiniso Makaluza,qiniso.makaluza@prasa.com,,031 813 0376,0001-01-01T00:00:00Z,N/A,false,false,534,Passenger Rail Agency of South Africa,, - 
ocds-9t57fa-7583-2021-09-23T00:00:00Z,compiled,2021-09-23T00:00:00Z,ocds-9t57fa-7583,tender,en-za,567,Road Traffic Management Corporation,7583,RTMC BID 18/2021/22,Request for Proposal,complete,Scientific research and development,National,consultingServices,"APPOINTMENT OF A PANEL OF RESEARCHERS (BEHAVIOURAL, SOCIAL AND ECONOMIC) TO CONDUCT ROAD SAFETY RELATED RESEARCH FOR A PERIOD OF THREE (3) YEARS",,"Bidders are required to register for the compulsory briefing session by submitting the company name, CSD number (e.g. MAAA...), name, surname and contact number of the representative to Bidadmin@rtmc.co.za by not later than 29 September 2021 at 14:00 in order to participate",open,"349 Witch-Hazel Street - Centurion, Highveld Ext 79 - Petroria - 0157",0,ZAR,2021-10-18T11:00:00Z,2021-09-23T00:00:00Z,Bid Admin,bidadmin@rtmc.co.za,012-999-5200,012-999-5200,2021-09-30T12:30:00Z,MS TEAMS,true,true,567,Road Traffic Management Corporation,, - 
ocds-9t57fa-7650-2021-09-23T00:00:00Z,compiled,2021-09-23T00:00:00Z,ocds-9t57fa-7650,tender,en-za,29,Bitou Municipality,7650,SCM/2022/21/COMM,Request for Proposal,complete,Security and investigation activities,Western Cape,services,Provision of Security Services,services,Tender Documents will be available electronically at no charge from the following email address:scmtenders@plett.gov.za ,open,Bitou Municpality - Plettenberg Bay - Plettenberg Bay - 6600,0,ZAR,2021-10-25T12:00:00Z,2021-09-23T00:00:00Z,Mr. Thomas ,mthomas@plett.gov.za,,044-501-3237,2021-10-06T10:00:00Z,"Piesang Community Hall, Green Point Avenue, Plettenberg Bay",true,true,29,Bitou Municipality,, - 
ocds-9t57fa-7720-2021-09-23T00:00:00Z,compiled,2021-09-23T00:00:00Z,ocds-9t57fa-7720,tender,en-za,613,South African National Accreditation System,7720,REQ0004163,Request for Proposal,complete,Services: Professional,Gauteng,consultingServices,Appointment of a service provider for provision of Leadership Development focusing on Executive and Leadership Coaching,,Documents to be submitted via email ,open,"303 Libertas Office Park,Highway Street - Equestria - Pretoria - 0081",0,ZAR,2021-09-30T11:00:00Z,2021-09-23T00:00:00Z,Nkhesani Mathebula,nkhesanim@sanas.co.za,,012-740-8536,0001-01-01T00:00:00Z,N/A,false,false,613,South African National Accreditation System,, - 
ocds-9t57fa-9266-2021-10-14T00:00:00Z,compiled,2021-10-14T00:00:00Z,ocds-9t57fa-9266,tender,en-za,196,Garden Route District Local Municipality,9266,IGRDM/08/21-22,Request for Proposal,complete,Supplies: General,Western Cape,goods,"SUPPLY, PACKAGING AND DELIVERY OF CHRISTMAS HAMPERS",goods,N/A,open,"54 YORK STREET, GEORGE, 6530 - GEORGE - GEORGE - 6530",0,ZAR,2021-10-25T11:00:00Z,2021-10-14T00:00:00Z,NATHAN JURIES,nathan@gardenroute.gov.za,086-215-5503,044-803-1310,0001-01-01T00:00:00Z,N/A,false,false,196,Garden Route District Local Municipality,, - 
ocds-9t57fa-9811-2021-10-21T00:00:00Z,compiled,2021-10-21T00:00:00Z,ocds-9t57fa-9811,tender,en-za,167,ESKOM,9811,CORP 5609,Request for Proposal,complete,"Water collection, treatment and supply",National,services,"Design, construction and operation of a Passive/Biological mine water treatment plant at the Kilbarchan colliery.",services,None,open,Kilbarchan Colliery - New Castle - KZN - ,0,ZAR,2022-01-18T10:00:00Z,2021-10-21T00:00:00Z,Sibongile Skhosana,skhosasi@eskom.co.za,086-660-2983,011-800-6838,2021-11-02T10:00:00Z,contractors to first report at Ingagane Power Station prior to going to site for a safety briefing.,true,true,167,ESKOM,, - 
ocds-9t57fa-10256-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10256,tender,en-za,213,Gauteng - Infrastructure Development,10256,DIDM14/10/2021,Request for Proposal,complete,Services: General,Gauteng,services,MAINTENANCE TERM CONTRACT PANEL OF SERVICE PROVIDERS FOR A PERIOD OF 36 MONTHS: AUTOCLAVES ,services,N/A,open,Corner Commissioner and Pixley Ka Isaka Seme Street (Sauer Street) Marshalltown 		 - Marshalltown - Johannesburg - 2107,0,ZAR,2021-11-23T11:00:00Z,2021-10-29T00:00:00Z,moses Raditlhalo		,moses.raditlhalo@gauteng.gov.za,076-942-2096,076-942-2096,2021-11-05T11:00:00Z,"https://teams.microsoft.com/registration/iXQ_AAbAMkWQ89H-rcDRrw,owA9ff9dWkKYagntHLDDGQ,5EXSb7FrRkG-B",true,false,213,Gauteng - Infrastructure Development,, - 
ocds-9t57fa-10303-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10303,tender,en-za,169,Ethekwini Metropolitan Municipality,10303,CSA-3259,Request for Proposal,complete,Civil engineering,KwaZulu-Natal,works,"Ward 26: Supply, installation, and commissioning of an automatic high velocity deluge fire extinguishing system for KE Masinga Road electrical substation ",works,"Tenderer’s Experience - 40
Project organogram & experience of key staff:
•	1 x Contract Manager - 10
•	1 x Installation Foreman - 20
•	2 x Sprinkler Fitters- 20
Preliminary Programme – 5
Construction Methodology, Programme Statement and Quality Control – 5

CIDB GRADING - 3SF OR HIGHER

Technical: 
Langelihle Majola
(t) 031-322 9332

Contractual:
Mohammed Khader 
(t) 031-322 2786

* All email queries are to be submitted by 2021-11-05. Email questions and answers will be consolidated and posted on eTenders/Municipal website for the benefit of all tenderers by 2021-11-08. ",open,166 K E MASINGA ROAD - DURBAN - KZN - 4001,0,ZAR,2021-11-12T11:00:00Z,2021-10-29T00:00:00Z,Langelihle Majola,LANGELIHLE.MAJOLA@DURBAN.GOV.ZA,,031-322-9332,2021-11-05T10:00:00Z,"KE Masinga Road electricity substation on 189 KE Masinga Road, Durban Central",true,true,169,Ethekwini Metropolitan Municipality,, - 
ocds-9t57fa-10309-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10309,tender,en-za,169,Ethekwini Metropolitan Municipality,10309,1D-48514,Request for Proposal,complete,Construction,KwaZulu-Natal,works,"Erosion protection works opposite 24 Mpangele Road, KwaMashu P Section: Wards 107 & 41",works,"Tenderer’s Experience - 30
Experience of key staff:
•	Contract Manager - 12
•	Site Agent – 10
•	Foreman – 08
Preliminary Programme – 20
Construction Methodology – 20

	2CE or higher

Sphumelele Dladla
(t) 031-311 7394
",open,166 K E MASINGA ROAD - DURBAN - KZN - 4001,0,ZAR,2021-11-12T11:00:00Z,2021-10-29T00:00:00Z,SPHUMELELE DLADLA,SPHUMELELE.DLADLA@DURBAN.GOV.ZA,,031-311-7394,2021-11-05T11:30:00Z,"near 24 Mpangele Road, KwaMashu P Section, North of Durban, South Africa",true,true,169,Ethekwini Metropolitan Municipality,, - 
ocds-9t57fa-10317-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10317,tender,en-za,169,Ethekwini Metropolitan Municipality,10317,1H-48485,Request for Proposal,active,Construction of buildings,KwaZulu-Natal,works,Construction of 1811 top structure units (40m²) by ten (10) contractors at Welbedacht West Housing Project (Ward 72) – 181 units per contractor ,works,"Tenderer’s Experience - 40
Organogram & Experience of Key Staff - 20
Preliminary Programme – 5
	Construction Methodology – 25
	Quality Control – 10

	7GB or higher

Technical: 
Mpume Mncadi
(t) 031-311 3239

Contractual: 
Dawn Meyers
(t) 031-322 3951

* There will be no clarification meeting. Bidders are requested to submit email queries related to the bid. All email queries are to be submitted by 2021-11-19. Email questions and answers will be consolidated and posted on eTenders/Municipal website for the benefit of all tenderers by 2021-11-25. ",open,166 K E MASINGA ROAD - DURBAN - KZN - 4001,0,ZAR,2021-12-03T11:00:00Z,2021-10-29T00:00:00Z,DAWN MEYERS,DAWN.MEYERS@DURBAN.GOV.ZA,,031-322-3951,0001-01-01T00:00:00Z,N/A,false,false,169,Ethekwini Metropolitan Municipality,, - 
ocds-9t57fa-10364-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10364,tender,en-za,59,City of Cape Town,10364,115S/2021/22,Request for Proposal,active,Services: General,Western Cape,services,"DESIGN, DEVLEOPMENT, SUPPLY, INSTALLATION, MAINTENANCE, SUPPORT AND CUSTOMISATION OF A WAYLEAVE MANAGEMENT SYSTEM FOR THE CITY OF CAPE TOWN",services,"BIDS MUST BE COMPLIANT WITH THE PREFERENTIAL PROCUREMENT REGULATIONS, 2017 INCLUDING BUT NOT LIMITED TO LOCAL CONTENT, FUNCTIONALITY, PRICE AND PREFERENCE, ELIGIBILITY CRITERIA AND RELEVANT STATUTORY CRITERIA.  THE DETAILS OF THIS ARE CONTAINED IN THE TENDER DOCUMENT. ONLY LOCALLY PRODUCED OR MANUFACTURED GOODS, MEETING THE STIPULATED MINIMUM THRESHOLD FOR LOCAL PRODUCTION AND CONTENT, WILL BE CONSIDERED.
",open,"12 Hertzog Boulevard - Cape Town - Cape Town, Civic Centre - 8000",0,ZAR,2021-11-29T10:00:00Z,2021-10-29T00:00:00Z,Rudo Zhanda ,rudomelissa.zhanda@capetown.gov.za,,021-444-6931,2021-11-12T10:00:00Z,https://meet.capetown.gov.za/keikenametsi.ntaba/7S7S743T,true,false,59,City of Cape Town,, - 
ocds-9t57fa-10380-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10380,tender,en-za,555,Public Works,10380,PT21/021,Request for Bid(Open-Tender),complete,Services to buildings and landscape activities,Gauteng,services,"A 36 MONTHS TERM CONTRACT, AN EPWP PROJECT FOR THE SUPPLY OF HORTICULTURAL MATERIALS, GARDEN MAINTENANCE, GARDEN UPGRADES, INSTALLATION AND MAINTENANCE OF IRRIGATION SYSTEM AT THE SOSHANGUVE MAGISTRATE COURT",services,N/A,open,SOSHANGUVE MAGISTRATE COURT  -  - PRETORIA - ,0,ZAR,2021-12-02T11:00:00Z,2021-10-29T00:00:00Z,Letlhogonolo Mokono,letlhogonolo.mokono@dpw.gov.za,,012-310-5209,0001-01-01T00:00:00Z,N/A,false,false,555,Public Works,, - 
ocds-9t57fa-10404-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10404,tender,en-za,324,Kwazulu Natal - Transport,10404,ZNB00142/00000/00/HOD/INF/20/T,Request for Bid(Open-Tender),active,Construction,KwaZulu-Natal,works,REHABILITATION ON ROAD P79 (Km 8+000 to Km 14+070) IN THE DURBAN REGION,works,N/A,open,172 Burger Street - Pietetmaritzburg - Pietetmaritzburg - 3201,0,ZAR,2021-12-06T11:00:00Z,2021-10-29T00:00:00Z,E du Preez,emile@msaengineers.co.za,,031-262-6950,2021-11-17T11:00:00Z,https://bit.ly/ZNB00142,true,true,324,Kwazulu Natal - Transport,, - 
ocds-9t57fa-10411-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10411,tender,en-za,311,Kwazulu Natal - Health,10411,ZNB 5722/2021-H,Request for Bid(Open-Tender),cancelled,Telecommunications,KwaZulu-Natal,works,APPOINTMENT OF A SERVICE PROVIDER/S FOR THE REPAIR & MAINTENANCE OF RADIOS IN THE DEPARTMENT OF HEALTH: CONTRACT PERIOD: 3 YEARS,works,N/A,open,310 Jabu Ndlovu Street - Pietermaritzburg - Pietermaritzburg - 3200,0,ZAR,2021-11-26T11:00:00Z,2021-10-29T00:00:00Z,Mr A. Salim,Salim.Alli@kznhealth.gov.za,,031-480-3689,0001-01-01T00:00:00Z,N/A,false,false,311,Kwazulu Natal - Health,, - 
ocds-9t57fa-10418-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10418,tender,en-za,167,ESKOM,10418,GEN3408,Request for Bid(Open-Tender),complete,Services: Civil,Gauteng,services,Supply and Installation of Surveillance Equipment on Ash belts and Submersible Scraper Conveyors (SSC’s) Project,services,Pre-qualification criteria,open,Lethabo Power Station -  - Dennisville - ,0,ZAR,2021-11-19T11:00:00Z,2021-10-29T00:00:00Z,Salebona,kutumesc@eskom.co.za,,011-516-7860,0001-01-01T00:00:00Z,N/A,false,false,167,ESKOM,, - 
ocds-9t57fa-10419-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10419,tender,en-za,368,Makana Local Municipality,10419,MLM/2021-22/LED/001,Request for Proposal,complete,Administrative and support activities,Eastern Cape,services,"Joza Shopping Complex Proposal Call: Erven 637, 638, 639 & 644, Rini",services,Please note that the closing date has been extended from 29 November 2021 to 21 January 2022.,open,86 High Street - Makhanda - Makhanda - 6139,0,ZAR,2022-01-21T12:00:00Z,2021-10-29T00:00:00Z,Miss S Gwabeni,sgwabeni@makana.gov.za,,046-603-6138,2021-11-04T11:00:00Z,Makhanda City Hall,true,true,368,Makana Local Municipality,, - 
ocds-9t57fa-10435-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10435,tender,en-za,619,South African National Space Agency,10435,SS/024/10/2021,Request for Proposal,active,Information and communication,Western Cape,services,"Supply, Installation and Maintenance of Video Wall for the Space Weather Control Room",services,N/A,open,Hospital  - Hermanus - Hermanus - 7200,0,ZAR,2021-11-29T11:00:00Z,2021-10-29T00:00:00Z,Siphamandla Oupa,soupa@sansa.org.za,,028-285-0012,2021-11-09T11:00:00Z,"SANSA Hospital street Hermanus,7200",true,true,619,South African National Space Agency,, - 
ocds-9t57fa-10453-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10453,tender,en-za,92,"Department of Agriculture, Land Reform & Rural Development",10453,1(319)21-22,Request for Quotation,complete,Construction,National,works,APPOINTMENT OF SERVICE PROVIDER TO SUPPLY AND DELIVER 19MM CONCRETE STONE,works,N/A,open,Department of Agriculture Rural Development and Land Reform - Hazyview - Mpumalanga - ,0,ZAR,2021-11-09T11:00:00Z,2021-10-29T00:00:00Z,Mr. Koos Du Plessis,KoosDP@dalrrd.gov.za,,012-846-8523,0001-01-01T00:00:00Z,N/A,false,false,92,"Department of Agriculture, Land Reform & Rural Development",, - 
ocds-9t57fa-10460-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10460,tender,en-za,586,Senqu Local Municipality,10460,126-2021-2022T,Request for Proposal,complete,Accommodation,Eastern Cape,services,"Provision of Travel Agency and Events Management Services
",services,N/A,open,19 Murray Street - Lady Grey - Lady Grey - 9755,0,ZAR,2021-11-30T12:00:00Z,2021-10-29T00:00:00Z,Ms B. Tsotso,tsotsob@senqu.gov.za,051-603-0445,051-603-1300,0001-01-01T00:00:00Z,N/A,false,false,586,Senqu Local Municipality,, - 
ocds-9t57fa-10483-2021-10-29T00:00:00Z,compiled,2021-10-29T00:00:00Z,ocds-9t57fa-10483,tender,en-za,167,ESKOM,10483,MPGXC006861,Request for Proposal,complete,Other service activities,Mpumalanga,services,THE PROVISION OF ASH AND COAL PLANT MAINTENANCE SERVICES FOR A PERIOD OF 18 MONTHS AT CAMDEN POWER STATION,services,N/A,open,NUCAM - CAMDEN POWER STATION - ERMELO - ,0,ZAR,2021-11-22T10:00:00Z,2021-10-29T00:00:00Z,Prince Ndima,ndimapx@eskom.co.za,000-000-0000,017-827-8209,2021-11-09T13:30:00Z,https://teams.microsoft.com/dl/launcher/launcher.html?url=%2F_%23%2Fl%2Fmeetup-join%2F19%3Ameeting_M,true,false,167,ESKOM,, - 
ocds-9t57fa-10682-2021-11-05T00:00:00Z,compiled,2021-11-05T00:00:00Z,ocds-9t57fa-10682,tender,en-za,447,National Arts Council of South Africa,10682,NAC 02-2021/22,Request for Proposal,active,"Professional, scientific and technical activities",Gauteng,consultingServices,Appointment of a service provider to provide Internal Audit Services to the National Arts Council for a period of three (3) years on the 80/20 PPPFA.,,"•	File sent to be less than 10MB per email.
•	Disclaimer: The NAC reserves the right not to make an appointment. 
        The NAC reserves the right not to accept the lowest quote received.
",open,66 Margaret Mcingana Corner Gwigwi Mrwebi - Newtown - Johannesburg - 2113,0,ZAR,2021-12-03T11:00:00Z,2021-11-05T00:00:00Z,Esona Zandile,supplychain@nac.org.za,,011-838-1383,2021-11-17T11:00:00Z,https://us06web.zoom.us/j/81612021934?pwd=VmIxSDdTbWhNR05FT3FoWWg2c2pOdz09 ,true,true,447,National Arts Council of South Africa,, - 
ocds-9t57fa-10815-2021-11-05T00:00:00Z,compiled,2021-11-05T00:00:00Z,ocds-9t57fa-10815,tender,en-za,635,Stellenbosch Municipality,10815,BSM 14/21,Request for Proposal,active,Services: Professional,Western Cape,consultingServices,B/SM 14/22:  Various training programme:  Period ending 30 June 2024,,N/A,open,Stellenbosch Municipality - Stellenbosch - Stellenbosch - 7600,0,ZAR,2021-12-06T12:00:00Z,2021-11-05T00:00:00Z,Joanne Petersen,joanne.petersen@stellenbosch.gov.za,,021-808-8058,2021-11-18T10:00:00Z,A Compulsory Virtual Meeting will be held on Thursday 18 November 2021 at 10h00 via Microsoft Teams.,true,true,635,Stellenbosch Municipality,, - 
ocds-9t57fa-10853-2021-11-05T00:00:00Z,compiled,2021-11-05T00:00:00Z,ocds-9t57fa-10853,tender,en-za,618,South African National Roads Agency Soc Limited (SANRAL),10853,X.005-043-2023/1F,Request for Proposal,active,Services: Professional,Northern Cape,consultingServices,X.005-043-2023/1F: FOR CONSULTING ENGINEERING SERVICES FOR THE ROUTINE ROAD MAINTENANCE OF NATIONAL ROUTE 10 SECTIONS 11 TO 12 FROM BOEGOEBERG (KM 59.439) TO NAKOP BORDER (KM 130.309) AND NATIONAL ROUTE 14 SECTIONS 4 TO 5 FROM OLYVENHOUTSDRIFT (KM 22.554) TO ZONDERHUIS (KM 61.114),,N/A,open,"1 Havenga Street - Oakdale, Bellville - Cape Town - 7530",0,ZAR,2021-12-03T11:00:00Z,2021-11-05T00:00:00Z,Johnrick Sauls,procurementwr@nra.co.za,,021-957-4600,0001-01-01T00:00:00Z,N/A,false,false,618,South African National Roads Agency Soc Limited (SANRAL),, - 
ocds-9t57fa-10910-2021-11-05T00:00:00Z,compiled,2021-11-05T00:00:00Z,ocds-9t57fa-10910,tender,en-za,252,Independent Development Trust,10910,IDT-DCS01WCAN004HSC-2021,Request for Proposal,complete,Services: Professional,Western Cape,consultingServices,A CALL FOR PROFESSIONAL SERVICE PROVIDERS TO SUBMIT PROPOSALS FOR HEALTH AND SAFETY PROFESSIONAL SERVICES UNDER THE INTEGRATED SECURITY SYSTEM PROJECT AT DRAKENSTEIN CORRECTIONAL FACILITY IN THE WESTERN CAPE.,,"On behalf of the Department of Correctional Services, Independent Development Trust hereby calls for professional health and safety service providers to submit proposals for HEALTH AND SAFETY PROFESSIONAL SERVICES TO UNDERTAKE WORKS FOR THE SECURITY INSTALLATIONS TO THE PERIMETER FENCE, SALLY PORT AND CONTROL ROOM BUILDINGS AT DRAKENSTEIN CORRECTIONAL FACILITY IN THE WESTERN CAPE.",open,Cnr Jan Van Riebeek Drive & Wemmershoek Road - Paarl - Paarl - 7646,0,ZAR,2021-11-29T12:00:00Z,2021-11-05T00:00:00Z,Gregory Africa,dcs01wctenders@idt.org.za,,012-845-2186,2021-11-12T09:30:00Z,"Drakenstein Correctional Facility, Cnr Jan Van Riebeek Drive & Wemmershoek Road, Paarl, 7646",true,true,252,Independent Development Trust,, - 
ocds-9t57fa-10933-2021-11-05T00:00:00Z,compiled,2021-11-05T00:00:00Z,ocds-9t57fa-10933,tender,en-za,167,ESKOM,10933,CORP5640,Request for Proposal,active,Manufacturing,National,goods,"Manufacture, supply, delivery and offloading of estimated quantities of Power Line Carrier equipment on an “as and when” required basis",goods,Not applicable,open,Eskom - various transmission sites - National - ,0,ZAR,2022-02-01T10:00:00Z,2021-11-05T00:00:00Z,Musiiwa Gidi,gidimu@eskom.co.za,,011-800-4018,2021-11-19T11:00:00Z,VIRTUAL -MS TEAMS,true,false,167,ESKOM,, - 
ocds-9t57fa-11436-2021-11-12T00:00:00Z,compiled,2021-11-12T00:00:00Z,ocds-9t57fa-11436,tender,en-za,67,Coega Development Cooperation,11436,CDC/290/21,Request for Bid(Open-Tender),active,Construction,Eastern Cape,works,THE UPGRADING OF BAMBISANA DISTRICT HOSPITAL IN LUSIKISIKI – CONSTRUCTION OF THE MAIN HOSPITAL COMPLEX AND STAFF ACCOMMODATION (PHASE 1),works,"Documents may be collected during working hours from Monday, 15th November 2021, at 10:00 from the CDC’s Main Office located at the Coega Business Centre, Cnr Alcyon Rd and Zibuko Street, Zone 1, Coega SEZ, Gqeberha (Port Elizabeth). For more details on the advert, please visit the Coega website (www.coega.co.za) under current tenders.",open,"Cnr Alcyon Rd and Zibuko Street - Zone 1, Coega SEZ - Gqeberha (Port Elizabeth) - ",0,ZAR,2021-12-14T12:00:00Z,2021-11-12T00:00:00Z,Ms. Zine Mtanda,tenders@coega.co.za,000-000-0000,000-000-0000,2021-11-23T12:00:00Z,Bambisana District Hospital in Lusikisiki,true,false,67,Coega Development Cooperation,, - 
ocds-9t57fa-11486-2021-11-12T00:00:00Z,compiled,2021-11-12T00:00:00Z,ocds-9t57fa-11486,tender,en-za,555,Public Works,11486,KIM15/2021,Request for Bid(Open-Tender),cancelled,Construction,Northern Cape,works,DE AAR ( SUNRISE) SAPS:  Upgrading of security measures.,works,N/A,open,"21- 23 Market Street, Old Magistrate Office - Kimberley - Kimberley - 8300",0,ZAR,2021-12-03T11:00:00Z,2021-11-12T00:00:00Z,Ms G Aysen,gail.aysen@dpw.gov.za,,053-838-5221,0001-01-01T00:00:00Z,N/A,true,true,555,Public Works,, - 
ocds-9t57fa-11500-2021-11-12T00:00:00Z,compiled,2021-11-12T00:00:00Z,ocds-9t57fa-11500,tender,en-za,617,South African National Parks,11500,SANParks-0067-11-21,Request for Proposal,complete,Services: Professional,Gauteng,consultingServices,APPOINTMENT OF A SERVICE PROVIDER TO ASSIST SANPARKS IN THE ESTABLISHMENT OF AN ENTERPRISE PROJECT MANAGEMENT OFFICE,,BIDDERS MUST REGISTER FOR THE FRIEFING SESSION WITH MS. CONNIE KGOALE ON EMAIL ADDRESS connie.kgoale@sanparks.org BY NO LATER THAN MONDAY THE 15 NOVEMBER 2021 AT 16H00,open,613 LEYDS STREET  - MUCKLENEUK - PRETORIA - 0001,0,ZAR,2021-11-19T12:00:00Z,2021-11-12T00:00:00Z,Mr. Property Mokoena,property.mokoena@sanparks.org,,012-426-5044,2021-11-16T11:00:00Z,"Microsoft Teams, bidders must register with Ms. Connie Kgoale on connie.kgoale@sanparks.org ",true,true,617,South African National Parks,, - 
ocds-9t57fa-11513-2021-11-12T00:00:00Z,compiled,2021-11-12T00:00:00Z,ocds-9t57fa-11513,tender,en-za,555,Public Works,11513,PLK21/56,Request for Bid(Open-Tender),cancelled,Services: General,Limpopo,services,Appointment of panel of Contractors to render a service of maintenance of water supply and sewerage network for 24 months : Capricorn & Sekhukhune District,services,"This bid will comply with prequalification criteria for Preferential Procurement. Tenderers having B-BBEE level 1 and 2, EME or QSE will comply. The documents will be sold for R 200.00 if not downloaded from www.etenders.gov.za/www.publicworks.gov.za. Documents will be sold on Mondays, Wednesdays and Fridays from 8h00 to 15h00 at 78 Hans Van Rensburg, Old Mutual Building. CIDB Grading required: 3SO or higher",open,78 Hans Van Rensburg - Polokwane - Polokwane - 0700,0,ZAR,2021-12-07T11:00:00Z,2021-11-12T00:00:00Z,Doreen Ntimbani,doreen.ntimbani@dpw.gov.za,015-297-8628,015-293-8072,0001-01-01T00:00:00Z,N/A,false,false,555,Public Works,, - 
ocds-9t57fa-11517-2021-11-12T00:00:00Z,compiled,2021-11-12T00:00:00Z,ocds-9t57fa-11517,tender,en-za,418,Mossel Bay Municipality,11517,TDR258/2021/2022,Request for Proposal,active,Services: Professional,Western Cape,consultingServices,"SUPPLY, DELIVERY, INSTALLTION AND COMMISSIONING OF A MECHANICALLY CLEANED MULTI RAKE BAR SCREEN AND SCREENING WASH AND PRESS (WAP 1) UNIT",,N/A,open,101 MARSH STREET - MOSSEL BAY MUNICIPALITY - MOSSEL BAY - 6500,0,ZAR,2021-12-17T12:00:00Z,2021-11-12T00:00:00Z,Mr Dawie Zwiegelaar ,dzwiegelaar@mosselbay.gov.za,,044-606-5275,0001-01-01T00:00:00Z,N/A,false,false,418,Mossel Bay Municipality,, - 
